alpha,pi0Re,pi0Im,Dpi0Re,Dpi0Im
0.786184,0.104882,0,0.189908,0
0.787757,0.104516,0,0.191023,0
0.789329,0.104148,0,0.192149,0
0.790901,0.103776,0,0.193194,0
0.792474,0.103402,0,0.194179,0
0.794046,0.103025,0,0.195128,0
0.795619,0.102644,0,0.196058,0
0.797191,0.102262,0,0.196987,0
0.798763,0.101876,0,0.197897,0
0.800336,0.101488,0,0.198797,0
0.801908,0.101098,0,0.199713,0
0.80348,0.100705,0,0.200694,0
0.805053,0.10031,0,0.201655,0
0.806625,0.0999127,0,0.202593,0
0.808198,0.0995134,0,0.20352,0
0.80977,0.099112,0,0.204427,0
0.811342,0.0987087,0,0.205319,0
0.812915,0.0983036,0,0.206195,0
0.814487,0.0978967,0,0.207053,0
0.816059,0.0974882,0,0.207892,0
0.817632,0.097078,0,0.208713,0
0.819204,0.0966664,0,0.209516,0
0.820776,0.0962533,0,0.2103,0
0.822349,0.0958381,0,0.211071,0
0.823921,0.0954196,0,0.211833,0
0.825494,0.0949981,0,0.212587,0
0.827066,0.0945735,0,0.213333,0
0.828638,0.094146,0,0.214069,0
0.830211,0.0937157,0,0.214795,0
0.831783,0.0932826,0,0.21551,0
0.833355,0.0928469,0,0.216213,0
0.834928,0.0924086,0,0.216905,0
0.8365,0.0919679,0,0.217583,0
0.838073,0.0915247,0,0.218248,0
0.839645,0.0910793,0,0.218899,0
0.841217,0.0906316,0,0.219535,0
0.84279,0.0901819,0,0.220156,0
0.844362,0.0897301,0,0.220762,0
0.845934,0.0892764,0,0.22135,0
0.847507,0.0888208,0,0.221921,0
0.849079,0.0883635,0,0.222476,0
0.850651,0.0879045,0,0.223011,0
0.852224,0.0874439,0,0.223528,0
0.853796,0.0869819,0,0.224025,0
0.855369,0.0865184,0,0.224503,0
0.856941,0.0860536,0,0.224959,0
0.858513,0.0855876,0,0.225395,0
0.860086,0.0851205,0,0.22581,0
0.861658,0.0846523,0,0.226202,0
0.86323,0.0841832,0,0.226572,0
0.864803,0.0837132,0,0.226919,0
0.866375,0.0832425,0,0.227243,0
0.867948,0.082771,0,0.22754,0
0.86952,0.082299,0,0.227814,0
0.871092,0.0818265,0,0.228065,0
0.872665,0.0813535,0,0.22829,0
0.874237,0.0808802,0,0.22849,0
0.875809,0.0804067,0,0.228662,0
0.877382,0.079933,0,0.228809,0
0.878954,0.0794593,0,0.228928,0
0.880526,0.0789855,0,0.229021,0
0.882099,0.0785102,0,0.2291,0
0.883671,0.078033,0,0.229167,0
0.885244,0.0775542,0,0.229224,0
0.886816,0.0770736,0,0.229268,0
0.888388,0.0765913,0,0.229301,0
0.889961,0.0761074,0,0.229323,0
0.891533,0.075622,0,0.229333,0
0.893105,0.075135,0,0.229332,0
0.894678,0.0746465,0,0.229319,0
0.89625,0.0741565,0,0.229295,0
0.897823,0.0736652,0,0.229257,0
0.899395,0.0731725,0,0.229209,0
0.900967,0.0726785,0,0.229149,0
0.90254,0.0721832,0,0.229078,0
0.904112,0.0716867,0,0.228995,0
0.905684,0.0711891,0,0.228899,0
0.907257,0.0706903,0,0.228792,0
0.908829,0.0701904,0,0.228673,0
0.910401,0.0696895,0,0.228542,0
0.911974,0.0691875,0,0.2284,0
0.913546,0.0686847,0,0.228246,0
0.915119,0.0681809,0,0.228079,0
0.916691,0.0676762,0,0.227896,0
0.918263,0.0671708,0,0.227706,0
0.919836,0.0666645,0,0.227509,0
0.921408,0.0661576,0,0.227301,0
0.92298,0.0656499,0,0.227077,0
0.924553,0.0651416,0,0.226842,0
0.926125,0.0646327,0,0.226596,0
0.927698,0.0641233,0,0.226338,0
0.92927,0.0636133,0,0.22607,0
0.930842,0.0631029,0,0.22579,0
0.932415,0.0625921,0,0.225499,0
0.933987,0.0620809,0,0.225197,0
0.935559,0.0615694,0,0.224885,0
0.937132,0.0610576,0,0.224561,0
0.938704,0.0605456,0,0.224228,0
0.940276,0.0600334,0,0.223883,0
0.941849,0.059521,0,0.223528,0
0.943421,0.0590085,0,0.223163,0
0.944994,0.058496,0,0.222788,0
0.946566,0.0579834,0,0.222403,0
0.948138,0.0574709,0,0.222008,0
0.949711,0.0569585,0,0.221603,0
0.951283,0.0564462,0,0.221188,0
0.952855,0.055934,0,0.220764,0
0.954428,0.0554221,0,0.220331,0
0.956,0.0549104,0,0.219889,0
0.957573,0.054399,0,0.219437,0
0.959145,0.053888,0,0.218976,0
0.960717,0.0533774,0,0.218506,0
0.96229,0.0528672,0,0.218028,0
0.963862,0.0523574,0,0.217541,0
0.965434,0.0518482,0,0.217046,0
0.967007,0.0513396,0,0.216543,0
0.968579,0.0508316,0,0.216033,0
0.970151,0.0503242,0,0.215514,0
0.971724,0.0498175,0,0.214986,0
0.973296,0.0493116,0,0.214451,0
0.974869,0.0488065,0,0.213908,0
0.976441,0.0483022,0,0.213359,0
0.978013,0.0477988,0,0.212802,0
0.979586,0.0472964,0,0.21224,0
0.981158,0.0467949,0,0.211669,0
0.98273,0.0462944,0,0.211092,0
0.984303,0.045795,0,0.210509,0
0.985875,0.0452967,0,0.209919,0
0.987448,0.0447995,0,0.209324,0
0.98902,0.0443035,0,0.208721,0
0.990592,0.0438088,0,0.208112,0
0.992165,0.0433154,0,0.207497,0
0.993737,0.0428233,0,0.206878,0
0.995309,0.0423325,0,0.206253,0
0.996882,0.0418432,0,0.205622,0
0.998454,0.0413554,0,0.204986,0
1.00003,0.040869,0,0.204346,0
1.0016,0.0403842,0,0.2037,0
1.00317,0.039901,0,0.203049,0
1.00474,0.0394193,0,0.202392,0
1.00632,0.0389381,0,0.201735,0
1.00789,0.0384572,0,0.201078,0
1.00946,0.0379767,0,0.200422,0
1.01103,0.0374966,0,0.199767,0
1.01261,0.0370169,0,0.199111,0
1.01418,0.0365376,0,0.198455,0
1.01575,0.0360589,0,0.197803,0
1.01732,0.0355805,0,0.197154,0
1.01889,0.0351027,0,0.196502,0
1.02047,0.0346254,0,0.195838,0
1.02204,0.0341487,0,0.195174,0
1.02361,0.0336725,0,0.194529,0
1.02518,0.0331969,0,0.193894,0
1.02676,0.0327219,0,0.193214,0
1.02833,0.0322475,0,0.192613,0
1.0299,0.0317738,0,0.191814,0
1.03147,0.0313007,0,0.19063,0
1.03305,0.0308283,0,0.188568,0
1.03462,0.0303566,0,0.186447,0
1.03619,0.0298857,0,0.185127,0
1.03776,0.0294155,0,0.184754,0
1.03934,0.028946,0,0.184021,0
1.04091,0.0284774,0,0.183314,0
1.04248,0.0280095,0,0.182565,0
1.04405,0.0275425,0,0.181858,0
1.04563,0.0270763,0,0.18115,0
1.0472,0.0266111,0,0.180447,0
1.04877,0.0261467,0,0.179747,0
1.05034,0.0256832,0,0.179045,0
1.05191,0.0252206,0,0.178347,0
1.05349,0.024759,0,0.177652,0
1.05506,0.0242984,0,0.17696,0
1.05663,0.0238387,0,0.176271,0
1.0582,0.0233801,0,0.175584,0
1.05978,0.0229225,0,0.174899,0
1.06135,0.022466,0,0.174218,0
1.06292,0.0220105,0,0.173538,0
1.06449,0.0215562,0,0.172862,0
1.06607,0.021103,0,0.172188,0
1.06764,0.0206509,0,0.171516,0
1.06921,0.0201999,0,0.170847,0
1.07078,0.0197501,0,0.170182,0
1.07236,0.0193016,0,0.169518,0
1.07393,0.0188542,0,0.168857,0
1.0755,0.0184081,0,0.168201,0
1.07707,0.0179633,0,0.167543,0
1.07864,0.0175199,0,0.16689,0
1.08022,0.0170786,0,0.166242,0
1.08179,0.0166392,0,0.165598,0
1.08336,0.0162017,0,0.164956,0
1.08493,0.0157662,0,0.164319,0
1.08651,0.0153324,0,0.163684,0
1.08808,0.0149004,0,0.163046,0
1.08965,0.0144701,0,0.162396,0
1.09122,0.0140414,0,0.161778,0
1.0928,0.0136144,0,0.161203,0
1.09437,0.0131888,0,0.160675,0
1.09594,0.0127648,0,0.160178,0
1.09751,0.0123421,0,0.159284,0
1.09909,0.0119208,0,0.157996,0
1.10066,0.0115009,0,0.156413,0
1.10223,0.0110821,0,0.153162,0
1.1038,0.0106646,0,0.151506,0
1.10538,0.0102482,0,0.150724,0
1.10695,0.00983317,0,0.150151,0
1.10852,0.00941951,0,0.149328,0
1.11009,0.00900725,0,0.148758,0
1.11166,0.00859637,0,0.148271,0
1.11324,0.00818686,0,0.147774,0
1.11481,0.0077787,0,0.147172,0
1.11638,0.00737187,0,0.146487,0
1.11795,0.00696636,0,0.145803,0
1.11953,0.00656216,0,0.145122,0
1.1211,0.00615925,0,0.144485,0
1.12267,0.00575761,0,0.143925,0
1.12424,0.00535724,0,0.143335,0
1.12582,0.00495811,0,0.142735,0
1.12739,0.00456021,0,0.142146,0
1.12896,0.00416352,0,0.141556,0
1.13053,0.00376804,0,0.140966,0
1.13211,0.00337374,0,0.140378,0
1.13368,0.00298058,0,0.139793,0
1.13525,0.00258847,0,0.139214,0
1.13682,0.00219744,0,0.138638,0
1.13839,0.0018075,0,0.138068,0
1.13997,0.00141868,0,0.137505,0
1.14154,0.00103099,0,0.136944,0
1.14311,0.00064445,0,0.136387,0
1.14468,0.000259089,0,0.135838,0
1.14626,-0.000125075,0,0.135293,0
1.14783,-0.000508022,0,0.13474,0
1.1494,-0.000889732,0,0.134216,0
1.15097,-0.00127018,0,0.133737,0
1.15255,-0.00164935,0,0.133222,0
1.15412,-0.00202722,0,0.132626,0
1.15569,-0.00240377,0,0.132003,0
1.15726,-0.00277898,0,0.131385,0
1.15884,-0.00315282,0,0.130814,0
1.16041,-0.00352528,0,0.130507,0
1.16198,-0.0038963,0,0.130261,0
1.16355,-0.00426571,0,0.129669,0
1.16513,-0.00463357,0,0.128282,0
1.1667,-0.0049999,0,0.125622,0
1.16827,-0.00536477,0,0.123132,0
1.16984,-0.00572823,0,0.120965,0
1.17141,-0.00609031,0,0.12008,0
1.17299,-0.00645107,0,0.120041,0
1.17456,-0.00681055,0,0.120013,0
1.17613,-0.00716882,0,0.11957,0
1.1777,-0.0075259,0,0.118966,0
1.17928,-0.00788185,0,0.118532,0
1.18085,-0.00823673,0,0.118016,0
1.18242,-0.00859057,0,0.117494,0
1.18399,-0.00894343,0,0.117024,0
1.18557,-0.0092953,0,0.116577,0
1.18714,-0.00964615,0,0.11613,0
1.18871,-0.00999595,0,0.115663,0
1.19028,-0.0103447,0,0.115184,0
1.19186,-0.0106923,0,0.114702,0
1.19343,-0.0110388,0,0.114224,0
1.195,-0.0113841,0,0.113757,0
1.19657,-0.0117282,0,0.113301,0
1.19814,-0.0120711,0,0.112843,0
1.19972,-0.0124128,0,0.112387,0
1.20129,-0.0127532,0,0.111934,0
1.20286,-0.0130922,0,0.111483,0
1.20443,-0.01343,0,0.111034,0
1.20601,-0.0137663,0,0.110588,0
1.20758,-0.0141015,0,0.110143,0
1.20915,-0.014436,0,0.109695,0
1.21072,-0.0147697,0,0.109255,0
1.2123,-0.0151027,0,0.108823,0
1.21387,-0.0154348,0,0.108386,0
1.21544,-0.0157661,0,0.107933,0
1.21701,-0.0160966,0,0.107468,0
1.21859,-0.0164262,0,0.107005,0
1.22016,-0.0167548,0,0.106557,0
1.22173,-0.0170825,0,0.106149,0
1.2233,-0.0174093,0,0.105762,0
1.22488,-0.017735,0,0.105261,0
1.22645,-0.0180597,0,0.104764,0
1.22802,-0.0183833,0,0.104555,0
1.22959,-0.0187059,0,0.104131,0
1.23116,-0.0190273,0,0.10323,0
1.23274,-0.0193476,0,0.102202,0
1.23431,-0.0196667,0,0.101035,0
1.23588,-0.0199846,0,0.0988496,0
1.23745,-0.0203013,0,0.0972486,0
1.23903,-0.0206167,0,0.0966447,0
1.2406,-0.0209308,0,0.0959437,0
1.24217,-0.0212437,0,0.0955802,0
1.24374,-0.0215556,0,0.0953789,0
1.24532,-0.0218664,0,0.0950246,0
1.24689,-0.0221762,0,0.0946116,0
1.24846,-0.0224849,0,0.0942392,0
1.25003,-0.0227926,0,0.0939033,0
1.25161,-0.0230993,0,0.0935427,0
1.25318,-0.023405,0,0.0931691,0
1.25475,-0.0237096,0,0.0927951,0
1.25632,-0.0240131,0,0.0924311,0
1.25789,-0.0243157,0,0.0920752,0
1.25947,-0.0246172,0,0.0917225,0
1.26104,-0.0249177,0,0.091369,0
1.26261,-0.0252172,0,0.0910114,0
1.26418,-0.0255157,0,0.0906529,0
1.26576,-0.0258132,0,0.0902971,0
1.26733,-0.0261096,0,0.0899407,0
1.2689,-0.026405,0,0.0895839,0
1.27047,-0.0266995,0,0.0892271,0
1.27205,-0.0269929,0,0.0888706,0
1.27362,-0.0272853,0,0.0885146,0
1.27519,-0.0275767,0,0.088159,0
1.27676,-0.0278673,0,0.0878033,0
1.27834,-0.0281574,0,0.0874474,0
1.27991,-0.0284468,0,0.0870907,0
1.28148,-0.0287356,0,0.0867334,0
1.28305,-0.0290238,0,0.0863756,0
1.28463,-0.0293113,0,0.0860174,0
1.2862,-0.0295982,0,0.0856593,0
1.28777,-0.0298844,0,0.0853008,0
1.28934,-0.0301699,0,0.0849413,0
1.29091,-0.0304547,0,0.0845809,0
1.29249,-0.0307388,0,0.0842207,0
1.29406,-0.0310223,0,0.0838618,0
1.29563,-0.0313049,0,0.0835035,0
1.2972,-0.0315869,0,0.0831448,0
1.29878,-0.0318681,0,0.0827846,0
1.30035,-0.0321486,0,0.0824216,0
1.30192,-0.0324282,0,0.0820557,0
1.30349,-0.0327072,0,0.0816888,0
1.30507,-0.0329853,0,0.0813227,0
1.30664,-0.0332626,0,0.0809593,0
1.30821,-0.0335391,0,0.0806013,0
1.30978,-0.0338148,0,0.0802394,0
1.31136,-0.0340896,0,0.0798695,0
1.31293,-0.0343636,0,0.0795225,0
1.3145,-0.0346367,0,0.0791688,0
1.31607,-0.034909,0,0.078791,0
1.31764,-0.0351804,0,0.0780763,0
1.31922,-0.0354509,0,0.0773198,0
1.32079,-0.0357205,0,0.0765581,0
1.32236,-0.0359892,0,0.0758052,0
1.32393,-0.036257,0,0.0751109,0
1.32551,-0.0365238,0,0.0746,0
1.32708,-0.0367897,0,0.0742176,0
1.32865,-0.0370548,0,0.0738906,0
1.33022,-0.0373193,0,0.0735483,0
1.3318,-0.0375832,0,0.0732427,0
1.33337,-0.0378465,0,0.0729985,0
1.33494,-0.0381092,0,0.072778,0
1.33651,-0.0383713,0,0.0725439,0
1.33809,-0.0386327,0,0.0722696,0
1.33966,-0.0388936,0,0.0719832,0
1.34123,-0.0391538,0,0.0717031,0
1.3428,-0.0394133,0,0.0714221,0
1.34438,-0.0396723,0,0.0711409,0
1.34595,-0.0399306,0,0.0708599,0
1.34752,-0.0401882,0,0.0705786,0
1.34909,-0.0404453,0,0.0702972,0
1.35066,-0.0407016,0,0.0700158,0
1.35224,-0.0409574,0,0.0697346,0
1.35381,-0.0412124,0,0.0694536,0
1.35538,-0.0414669,0,0.069173,0
1.35695,-0.0417206,0,0.0688927,0
1.35853,-0.0419737,0,0.0686125,0
1.3601,-0.0422262,0,0.0683324,0
1.36167,-0.0424779,0,0.0680527,0
1.36324,-0.042729,0,0.0677736,0
1.36482,-0.0429795,0,0.0674947,0
1.36639,-0.0432292,0,0.0672164,0
1.36796,-0.0434783,0,0.0669388,0
1.36953,-0.0437267,0,0.066662,0
1.37111,-0.0439744,0,0.0663858,0
1.37268,-0.0442214,0,0.0661106,0
1.37425,-0.0444677,0,0.0658364,0
1.37582,-0.0447133,0,0.065563,0
1.37739,-0.0449582,0,0.0652907,0
1.37897,-0.0452025,0,0.0650198,0
1.38054,-0.045446,0,0.0647498,0
1.38211,-0.0456888,0,0.0644808,0
1.38368,-0.0459309,0,0.0642134,0
1.38526,-0.0461722,0,0.0639483,0
1.38683,-0.0464129,0,0.0636851,0
1.3884,-0.0466528,0,0.0634236,0
1.38997,-0.046892,0,0.0631638,0
1.39155,-0.0471305,0,0.0629054,0
1.39312,-0.0473683,0,0.0626494,0
1.39469,-0.0476055,0,0.0623955,0
1.39626,-0.0478422,0,0.0621443,0
1.39784,-0.0480784,0,0.0618956,0
1.39941,-0.0483142,0,0.0616496,0
1.40098,-0.0485494,0,0.0614055,0
1.40255,-0.0487841,0,0.0611659,0
1.40413,-0.0490183,0,0.0609307,0
1.4057,-0.0492521,0,0.0606978,0
1.40727,-0.0494854,0,0.0604674,0
1.40884,-0.0497182,0,0.06024,0
1.41041,-0.0499505,0,0.060016,0
1.41199,-0.0501824,0,0.0597956,0
1.41356,-0.0504138,0,0.0595797,0
1.41513,-0.0506447,0,0.0593686,0
1.4167,-0.0508752,0,0.0591624,0
1.41828,-0.0511052,0,0.0589613,0
1.41985,-0.0513348,0,0.0587656,0
1.42142,-0.0515639,0,0.0585746,0
1.42299,-0.0517926,0,0.0583878,0
1.42457,-0.0520208,0,0.0582061,0
1.42614,-0.0522486,0,0.058031,0
1.42771,-0.052476,0,0.0578614,0
1.42928,-0.052703,0,0.0576983,0
1.43086,-0.0529295,0,0.0575412,0
1.43243,-0.0531556,0,0.0573894,0
1.434,-0.0533813,0,0.0572473,0
1.43557,-0.0536066,0,0.0571128,0
1.43714,-0.0538315,0,0.0569829,0
1.43872,-0.0540559,0,0.056859,0
1.44029,-0.05428,0,0.0567423,0
1.44186,-0.0545037,0,0.0566342,0
1.44343,-0.0547269,0,0.0565355,0
1.44501,-0.0549498,0,0.0564453,0
1.44658,-0.0551723,0,0.056363,0
1.44815,-0.0553944,0,0.0562883,0
1.44972,-0.0556162,0,0.0562208,0
1.4513,-0.0558376,0,0.0561605,0
1.45287,-0.0560585,0,0.0561114,0
1.45444,-0.0562792,0,0.0560727,0
1.45601,-0.0564994,0,0.0560433,0
1.45759,-0.0567193,0,0.0560239,0
1.45916,-0.0569389,0,0.0560139,0
1.46073,-0.0571581,0,0.0560117,0
1.4623,-0.0573769,0,0.0560204,0
1.46388,-0.0575954,0,0.0560395,0
1.46545,-0.0578136,0,0.0560689,0
1.46702,-0.0580314,0,0.0561088,0
1.46859,-0.0582489,0,0.0561591,0
1.47016,-0.058466,0,0.0562185,0
1.47174,-0.0586829,0,0.0562945,0
1.47331,-0.0588994,0,0.05638,0
1.47488,-0.0591156,0,0.0564736,0
1.47645,-0.0593315,0,0.056577,0
1.47803,-0.059547,0,0.0566917,0
1.4796,-0.0597623,0,0.0568193,0
1.48117,-0.0599772,0,0.0569596,0
1.48274,-0.0601919,0,0.057112,0
1.48432,-0.0604062,0,0.0572758,0
1.48589,-0.0606203,0,0.0574519,0
1.48746,-0.0608341,0,0.0576417,0
1.48903,-0.0610476,0,0.0578436,0
1.49061,-0.0612608,0,0.0580576,0
1.49218,-0.0614737,0,0.0582858,0
1.49375,-0.0616864,0,0.0585266,0
1.49532,-0.0618988,0,0.0587828,0
1.49689,-0.0621109,0,0.0590518,0
1.49847,-0.0623227,0,0.0593357,0
1.50004,-0.0625343,0,0.0596373,0
1.50161,-0.0627457,0,0.0599509,0
1.50318,-0.0629568,0,0.0602705,0
1.50476,-0.0631676,0,0.0606147,0
1.50633,-0.0633781,0,0.0609997,0
1.5079,-0.0635878,0,0.0614126,0
1.50947,-0.0637967,0,0.0618332,0
1.51105,-0.0640048,0,0.0622387,0
1.51262,-0.0642121,0,0.0626304,0
1.51419,-0.0644187,0,0.0630494,0
1.51576,-0.0646246,0,0.0635496,0
1.51734,-0.0648299,0,0.0641289,0
1.51891,-0.0650345,0,0.064541,0
1.52048,-0.0652385,0,0.0653332,0
1.52205,-0.065442,0,0.0660537,0
1.52363,-0.0656449,0,0.0661716,0
1.5252,-0.0658473,0,0.0661194,0
1.52677,-0.0660493,0,0.0660895,0
1.52834,-0.0662508,0,0.0665756,0
1.52991,-0.0664519,0,0.0679432,0
1.53149,-0.0666526,0,0.0691257,0
1.53306,-0.0668529,0,0.0696805,0
1.53463,-0.0670529,0,0.0700832,0
1.5362,-0.0672527,0,0.0706818,0
1.53778,-0.0674522,0,0.0716628,0
1.53935,-0.0676515,0,0.0728716,0
1.54092,-0.0678505,0,0.074115,0
1.54249,-0.0680495,0,0.0752726,0
1.54407,-0.0682482,0,0.0765292,0
1.54564,-0.0684469,0,0.0779204,0
1.54721,-0.0686456,0,0.0794054,0
1.54878,-0.0688441,0,0.0809921,0
1.55036,-0.0690427,0,0.082715,0
1.55193,-0.0692413,0,0.0845723,0
1.5535,-0.06944,0,0.0865846,0
1.55507,-0.0696388,0,0.0887594,0
1.55665,-0.0698376,0,0.0910883,0
1.55822,-0.0700367,0,0.0935757,0
1.55979,-0.0702359,0,0.0962934,0
1.56136,-0.0704353,0,0.0992084,0
1.56293,-0.070635,0,0.102347,0
1.56451,-0.0708349,0,0.105724,0
1.56608,-0.0710352,0,0.109365,0
1.56765,-0.0712358,0,0.11333,0
1.56922,-0.0714368,0,0.117649,0
1.5708,-0.0716382,0,0.121899,0
