alpha,f0Re,f0Im,Df0Re,Df0Im
0.0,0.0,0.0,3.6701192912442617,0.0
0.015866629563584814,1.2755512183491482,0.056705668215753714,3.378769929811921,0.22549459777439723
0.03173325912716963,2.5001636390473108,0.22273381456138483,3.0294537568048137,0.40617251727672915
0.04759988869075445,3.6253381151375654,0.48606541852540674,2.6331574559848496,0.5335468548209982
0.06346651825433926,4.607325262112005,0.8274793581467369,2.2024553649774727,0.6013969271990937
0.07933314781792407,5.409183814183144,1.2217180406681805,1.7509918233307875,0.6060241622025271
0.0951997773815089,6.002479220743208,1.6390218918095065,1.292921657411516,0.5463932549541051
0.1110664069450937,6.368534742053805,2.046942309316751,0.8423351037106328,0.42415291546414485
0.12693303650867852,6.499172424265211,2.4123263784630042,0.41269396083899346,0.24353653069940306
0.14279966607226333,6.3969098371941895,2.703356670960298,0.016304863966493804,0.01114898027939477
0.15866629563584814,6.07460867637827,2.891526377100841,-0.33614664092738195,-0.2643486402723546
0.17453292519943295,5.554601505333598,2.953434009506921,-0.6359809429866811,-0.5726398131615614
0.1903995547630178,4.867351301483709,2.872292696623745,-0.8768122277411828,-0.9022184534089343
0.2062661843266026,4.0497234465105105,2.639065980123675,-1.054728547263623,-1.2408966229739011
0.2221328138901874,3.1429699617766076,2.2531640054748907,-1.168358824515483,-1.5763294109563741
0.23799944345377222,2.190540023545437,1.7226597150840015,-1.2188271745248491,-1.896532102968504
0.25386607301735703,1.2358383546719476,1.0640125712031039,-1.209600401015701,-2.190365860975298
0.26973270258094184,0.3200536357383827,0.3013157859391199,-1.14623953331893,-2.44797041956993
0.28559933214452665,-0.519827315814042,-0.534889662889032,-1.0360705513650557,-2.6611256164178534
0.30146596170811146,-1.2527167018869627,-1.409166393726555,-0.8877928014416809,-2.823527701683027
0.3173325912716963,-1.8547497911601039,-2.283009124695088,-0.7110458863200306,-2.9309710634786974
0.3331992208352811,-2.3101742937926177,-3.11684698855323,-0.5159569398294175,-2.9814309911464734
0.3490658503988659,-2.6117693931876778,-3.8721073610962544,-0.3126901551234468,-2.975048097091862
0.3649324799624507,-2.760786106303104,-4.513226505505307,-0.11101928055376198,-2.914019763286837
0.3807991095260356,-2.766427812866189,-5.009496551974115,0.08005836009007557,-2.8024082284631886
0.3966657390896204,-2.6449152125369144,-5.336648819544031,0.25265076189062313,-2.645878483222605
0.4125323686532052,-2.4182021974019614,-5.478089534642403,0.40023111865092287,-2.451381838226797
0.42839899821679,-2.1124269458780596,-5.425724581285533,0.5178208004352857,-2.2268027760259046
0.4442656277803748,-1.7561950231677783,-5.180333755520821,0.6020917531933154,-1.980587448872955
0.4601322573439596,-1.3787978214819563,-4.751480648370927,0.6513887937902768,-1.7213719594853065
0.47599888690754444,-1.0084700651492362,-4.1569702268223665,0.6656761420368595,-1.4576274289300586
0.49186551647112925,-0.6707844870817319,-3.421890916075151,0.6464159301750778,-1.1973369316398292
0.5077321460347141,-0.38727065211005535,-2.5773001081363214,0.5963892088019411,-0.9477168147655927
0.5235987755982989,-0.17432907115508509,-1.6586303179355815,0.5194720196475502,-0.7149918960335344
0.5394654051618837,-0.0424922859625532,-0.7039067187184868,0.4203803707117156,-0.5042307430520461
0.5553320347254685,0.003937240105687215,0.24812514115782097,0.30439841648818394,-0.3192438713425399
0.5711986642890533,-0.033134542897242845,1.159860326355992,0.1771038489577554,-0.16254444234284773
0.5870652938526382,-0.14598316453533897,1.9965865139645766,0.04410351724982719,-0.03536806079233879
0.6029319234162229,-0.3217873601629686,2.728038100392413,-0.08920927834374796,0.06225429982650572
0.6187985529798078,-0.5436282232418297,3.329677006861722,-0.21786639852227427,0.13137827124095836
0.6346651825433925,-0.7916971657649533,3.783642055371878,-0.3374982988296887,0.1739924659797037
0.6505318121069774,-1.0446343647590695,4.079328742764655,-0.4444646942051945,0.19283962125914328
0.6663984416705622,-1.2809145897377665,4.213582640947285,-0.5359403687100419,0.19122313904252955
0.682265071234147,-1.4801975505254352,4.190511223726199,-0.6099564280072334,0.1728093481371007
0.6981317007977318,-1.6245649810276501,4.020939427062033,-0.6653994372219029,0.1414350165130557
0.7139983303613167,-1.6995761060628274,3.721552558832948,-0.70197270189134,0.10092843750897887
0.7298649599249014,-1.6950862077477187,3.31378532555297,-0.7201253697748423,0.054950905267852075
0.7457315894884863,-1.605788808425022,2.8225269969494255,-0.7209560193993202,0.00686369260821946
0.7615982190520711,-1.4314594845507902,2.2747196011304767,-0.7060979479879752,-0.04037614149391445
0.7774648486156559,-1.1768974257882585,1.6979283243714842,-0.6775934928830462,-0.08428955400317487
0.7933314781792408,-0.8515784690631867,1.1189610475040268,-0.6377644547002047,-0.12291902354755256
0.8091981077428255,-0.4690494545910393,0.5626075133246116,-0.589085092728919,-0.154843321098233
0.8250647373064104,-0.04610748664117152,0.05055854427071835,-0.5340633015005996,-0.17916632913334124
0.8409313668699951,0.3981816689512663,-0.3994472382532722,-0.47513452721136124,-0.19548363225125776
0.85679799643358,0.8435647478494644,-0.7742167227092988,-0.414571821159302,-0.2038312410943901
0.8726646259971648,1.2697171749577785,-1.06541921320653,-0.35441422931751904,-0.20462115070110323
0.8885312555607496,1.6573303656227978,-1.2696266263317664,-0.2964145508021569,-0.19856849145361896
0.9043978851243344,1.9891105031896832,-1.3880919558217761,-0.24200642173282322,-0.18661483667999657
0.9202645146879193,2.2506366649695453,-1.426294588578347,-0.19228974125293083,-0.16985182697113224
0.936131144251504,2.4310363269242927,-1.3932922932545835,-0.1480326864736784,-0.14944870528168636
0.9519977738150889,2.52344837039693,-1.3009280528533549,-0.1096879824751219,-0.12658667983943722
0.9678644033786736,2.525256948194977,-1.1629450532674261,-0.0774207088833712,-0.10240229446298547
0.9837310329422585,2.4380931202786438,-0.9940649534730938,-0.05114473083303333,-0.0779412355916841
0.9995976625058433,2.267614241500102,-0.8090831344555695,-0.03056482425239699,-0.054123284168557904
1.0154642920694281,2.0230829444157847,-0.622030222558949,-0.015221700519264556,-0.031718463275304226
1.0313309216330129,1.7167775871238742,-0.4454422376121334,-0.004537395332472216,-0.011333865613624967
1.0471975511965979,1.3632737475086465,-0.2897727803854438,0.002141160239722624,0.006589813620248536
1.0630641807601826,0.9786414207066767,-0.16297038583542287,0.00550215434408291,0.02177335392867196
1.0789308103237674,0.5796048672060115,-0.07023320808866924,0.006233818091367289,0.03408723431121989
1.0947974398873521,0.18271158692872838,-0.01394224884452922,0.004995135958397511,0.043534651821711325
1.110664069450937,-0.1964461577919212,0.006235970177056852,0.0023927967851924328,0.050230986219310644
1.1265306990145219,-0.5439191578264962,-0.0069045018534811195,-0.001035542324865294,0.05438128194302179
1.1423973285781066,-0.8479674320004545,-0.04848853209988996,-0.0048319324584997535,0.05625716801394333
1.1582639581416914,-1.0994822215273636,-0.11203384417346478,-0.008623263591012363,0.05617443529809543
1.1741305877052763,-1.2922504508719976,-0.1899849928141219,-0.012121555274540332,0.054472257731607084
1.189997217268861,-1.4230576643710502,-0.27427188402742775,-0.015120236745913335,0.05149479733454143
1.2058638468324459,-1.4916344423032963,-0.356858417108823,-0.017487305747086363,0.04757568781199467
1.2217304763960306,-1.5004594375281348,-0.430249820229448,-0.019156258630416333,0.043025661334335254
1.2375971059596156,-1.454439046806546,-0.48793186918542136,-0.020115640261578124,0.0381233778111388
1.2534637355232003,-1.360489032053405,-0.5247210371823474,-0.020397981222187844,0.03310934265861407
1.269330365086785,-1.2270469402844857,-0.5370112924361743,-0.02006878258786575,0.02818266175828632
1.28519699465037,-1.0635458569441563,-0.5229102918175025,-0.019216085513595122,0.023500282340676453
1.3010636242139548,-0.8798798983366178,-0.48226467436139764,-0.017941033505491793,0.01917830488224774
1.3169302537775396,-0.6858900407449375,-0.4165806351323641,-0.016349707810061936,0.015294920871596021
1.3327968833411243,-0.4908956200275236,-0.3288516115901319,-0.014546397468790983,0.011894530185758838
1.3486635129047093,-0.3032924079479139,-0.2233094688555006,-0.01262836025416699,0.008992614627949645
1.364530142468294,-0.13023291838846668,-0.10511883947745171,-0.010682042238833452,0.006580985290133908
1.3803967720318788,0.02260112099997898,0.01996384034025287,-0.00878065390105147,0.004633075170043502
1.3962634015954636,0.15113001728311054,0.14594456122669883,-0.006982949798855503,0.0031090095585199497
1.4121300311590486,0.25291255154262576,0.2669380231987475,-0.00533302615979502,0.00196025035690672
1.4279966607226333,0.3270941291034334,0.3774867479905287,-0.0038609345469137013,0.0011336726704748524
1.443863290286218,0.37427742943135334,0.47283675634286493,-0.0025839077621222623,0.0005749895830865296
1.4597299198498028,0.39632965193522174,0.5491572215145997,-0.0015080036522049436,0.00023149165488119548
1.4755965494133878,0.3961426902928303,0.6036956348999879,-0.0006299906668897227,5.4109946507472605e-05
1.4914631789769726,0.37736369450454055,0.6348643172117013,6.067688589815929e-05,-1.1554248308158954e-06
1.5073298085405573,0.3441135257875792,0.6422583150138169,0.0005799184947471176,2.762492266916799e-05
1.5231964381041423,0.30070966434875834,0.6266085995519235,0.0009472180556173479,0.00010868314714987371
1.539063067667727,0.2514083339589591,0.5896778333401108,0.0011840136591277017,0.00021653049646995696
1.5549296972313118,0.20017813780754645,0.5341086375912867,0.0013123291095211182,0.00033162724192480335
1.5707963267948966,0.15051455908101022,0.463236180588817,0.0013536672302259072,0.0004398331452454411
